area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1690,3.0,2.0,114.64203192603301
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Xeitaa ,1270,2.0,3.0,63.108315397233454
Super built-up  Area,19-Dec,Kanakapura,2 BHK,GoityEt,1013,2.0,1.0,45.25400633813807
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1298,2.0,1.0,62.034413980032255
Built-up  Area,18-Dec,Electronic City,3 BHK,,1220,2.0,1.0,52.631044093349274
Built-up  Area,Ready To Move,Immadihalli,3 BHK,Niimet ,1370,2.0,0.0,53.79946698735226
Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790,4.0,3.0,214.7777019932606
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Coa 3t ,1184,2.0,1.0,44.49032694288174
Carpet  Area,17-Dec,Avalahalli,4 BHK,Sohea A,2996,4.0,0.0,205.70911660455604
Super built-up  Area,19-Dec,Hennur Road,3 BHK,Maity W,1740,3.0,1.0,116.86682208746277
Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,920,2.0,2.0,26.565450295311734
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,3.0,1.0,112.77341727840098
Super built-up  Area,18-Apr,Jalahalli,2 BHK,Cuohahi,1313,2.0,2.0,71.51594354768969
Super built-up  Area,Ready To Move,Koramangala,2 BHK,K ncy R,1105,1.0,1.0,122.98705567913841
Plot  Area,Ready To Move,Jalahalli West,4 Bedroom,,2400,3.0,0.0,216.68277985682545
Built-up  Area,Ready To Move,Dodsworth Layout,4 Bedroom,Prleaou,8000,6.0,,574.845114384887
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Sahtsva,992,2.0,1.0,53.6077621240955
Super built-up  Area,Ready To Move,Gunjur,3 BHK,DSoodSh,1410,2.0,3.0,66.25219969322495
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Ulure S,1065,2.0,1.0,37.20932556206331
Super built-up  Area,18-May,Electronic City,2 BHK,Prarkun,1386,2.0,1.0,64.40292419241754
Super built-up  Area,Ready To Move,Mahaganapathy Nagar,3 BHK,Vaodak ,1815,3.0,2.0,116.37678884320846
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,3.0,48.28713322256526
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,1040,2.0,1.0,131.92669838701343
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,,1000,2.0,1.0,260.01382974795405
Built-up  Area,Ready To Move,Frazer Town,3 BHK,Maentr ,1610,3.0,1.0,199.1886358375146
Built-up  Area,18-Dec,Electronic City,2 BHK,,1140,2.0,1.0,52.17020438048078
Super built-up  Area,Ready To Move,Magadi Road,3 BHK,Bilya A,1521,3.0,3.0,76.61269684477841
Super built-up  Area,18-Apr,Whitefield,2 BHK,Asarqz ,1245,2.0,1.0,76.12738032584622
Super built-up  Area,Ready To Move,Telecom Layout,2 BHK,,1200,2.0,1.0,66.16726349146973
Super built-up  Area,18-Sep,Hennur Road,2 BHK,Shxorm ,1195,2.0,2.0,66.97897141088839
Super built-up  Area,Ready To Move,Singasandra,2 BHK,,1210,2.0,2.0,42.964082759524445
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,Prhtsok,2059,4.0,1.0,196.0534997872947
Built-up  Area,Ready To Move,Jakkur,3 BHK,AvensGa,1500,3.0,2.0,122.60047113994698
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1166,2.0,2.0,60.118865141001166
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Dhncyud,1788,3.0,3.0,113.03465251122186
Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,2830 - 2882,5.0,0.0,223.72110839619535
Super built-up  Area,Ready To Move,Nagondanahalli,3 BHK,Laavehr,1320,2.0,1.0,43.58924841898717
Super built-up  Area,19-May,Thanisandra,4 BHK,G conTh,2650,4.0,1.0,172.3082428696118
Super built-up  Area,Ready To Move,Nanjappa Garden,3 BHK,LiSkys ,2261,4.0,3.0,140.81577917056217
Plot  Area,Ready To Move,Padarayana Pura,7 Bedroom,,825,5.0,2.0,179.09075952094082
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,Grmes L,1477,2.0,3.0,62.50929250787664
Super built-up  Area,18-Aug,Chandapura,3 BHK,SunceEs,1185,2.0,2.0,33.55649590741686
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Music C,1420,2.0,3.0,58.16290962315577
Built-up  Area,Ready To Move,Vyalikaval HBCS Layout,3 BHK,,1443,2.0,2.0,83.04779003942579
Super built-up  Area,Ready To Move,Singapura Village,2 BHK,Juoryma,1200,2.0,2.0,31.82330916683314
Plot  Area,Ready To Move,Raghuvanahalli,3 Bedroom,,1200,4.0,2.0,296.48189505182825
Built-up  Area,Ready To Move,2nd Phase JP Nagar,4 Bedroom,,1800,4.0,0.0,164.05207238223053
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,1200,3.0,,166.12801953831215
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1893,4.0,2.0,130.56507761211174
Plot  Area,Ready To Move,West of Chord Road,5 Bedroom,,1320,4.0,1.0,196.23651540509934
Super built-up  Area,Ready To Move,NRI Layout,2 BHK,SandaSk,1101,2.0,1.0,24.192391878303397
Plot  Area,Ready To Move,BEML Layout,5 Bedroom,,4500,3.0,3.0,309.6480999828579
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,,2400,3.0,3.0,139.5881762373443
Super built-up  Area,Ready To Move,Hebbal,3 BHK,,1800,3.0,3.0,144.877580647238
Built-up  Area,Ready To Move,Hormavu,2 BHK,ARaveSa,1205,2.0,2.0,48.09289782034453
Built-up  Area,Ready To Move,MLA Layout,2 BHK,CVncesh,1120,2.0,1.0,53.24546305866325
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,1200,4.0,2.0,210.83548334172798
Super built-up  Area,Ready To Move,Dollars Colony,4 BHK,,3070,5.0,1.0,691.8520259408297
Built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,Pyodsre,1345,2.0,3.0,71.85477674336724
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,,904,2.0,1.0,65.73259558274499
Super built-up  Area,18-May,Kadugodi,2 BHK,Alestrb,1314,2.0,2.0,49.33713060367808
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,Bavasi ,1000,2.0,2.0,37.817995199460185
Plot  Area,Ready To Move,Laggere,3 Bedroom,,1600,2.0,0.0,97.62761289885252
Carpet  Area,Ready To Move,Chandapura,2 BHK,,1350,2.0,2.0,53.504641574774055
Built-up  Area,Ready To Move,Sompura,2 BHK,SSityri,1032,2.0,2.0,36.07114840975538
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,35.80519469955891
Plot  Area,17-Aug,Ardendale,4 Bedroom,,2000,4.0,1.0,212.66829997413802
Super built-up  Area,Ready To Move,Naidu Layout,2 BHK,,1150,2.0,2.0,54.413612596940325
Super built-up  Area,18-Jul,Rajaji Nagar,4 BHK,Puwerun,2438,4.0,1.0,341.16387264667145
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Mahosya,1760,2.0,2.0,121.0712155686208
Super built-up  Area,Ready To Move,BTM Layout,3 BHK,DSitySe,1450,2.0,2.0,77.00820285182974
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1245,2.0,2.0,47.06168609249255
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,,1950,3.0,2.0,116.46193791476128
Built-up  Area,Ready To Move,Hegde Nagar,4 Bedroom,Sotosty,3750,5.0,2.0,255.90654528666562
Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,61.992954970795765
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,1.0,53.87388620940362
Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216,2.0,1.0,74.67969178630585
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,1450,2.0,1.0,80.89928058095686
Built-up  Area,Ready To Move,Begur,3 BHK,Suhama ,1610,2.0,2.0,52.86419310166475
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1303,2.0,1.0,79.19400532257791
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,MSingco,1580,2.0,3.0,56.88088471906538
Super built-up  Area,Ready To Move,Muni reddy layout,6 BHK,,800,6.0,,140.7547919465488
Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1020,2.0,1.0,39.92299453250543
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,Leilo E,2850,4.0,1.0,167.27511083306126
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Sriew L,1030,2.0,2.0,61.21560775409034
Super built-up  Area,Ready To Move,Electronic City,2 BHK,KBityo ,825,2.0,1.0,36.39763899648172
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1245,2.0,3.0,70.95876297710689
Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1082,2.0,1.0,49.33870248003409
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Alestrb,1762,3.0,2.0,92.1804523486361
Plot  Area,19-Oct,Whitefield,4 Bedroom,NVaree ,3565,4.0,2.0,299.73534123043714
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,Ammesss,1058,2.0,2.0,56.279461222446244
Super built-up  Area,Ready To Move,Basaveshwara Nagar,1 BHK,,770,1.0,1.0,58.4322092019879
Built-up  Area,Ready To Move,Aga Abbas Ali Road,3 BHK,Adntslo,2800,3.0,3.0,172.5991829309619
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Arenta ,1878,3.0,2.0,126.00369617885613
Super built-up  Area,Ready To Move,Yellappa Chetty Layout,3 BHK,HMlusad,2630,3.0,3.0,164.06506024466458
Super built-up  Area,18-Jun,Balagere,2 BHK,Soresea,1012,2.0,1.0,66.37033402557162
Super built-up  Area,18-Nov,Thanisandra,4 BHK,Bhe 2ko,2259,,,58.94441342830831
Plot  Area,Ready To Move,Vishwapriya Layout,8 Bedroom,,2030,10.0,3.0,305.27437811533986
Super built-up  Area,Ready To Move,Vishwapriya Layout,1 BHK,Prodsth,625,1.0,1.0,20.873029439151978
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,90.68883727282369
Plot  Area,Ready To Move,BEL Road,2 Bedroom,,2400,3.0,2.0,370.2253738621733
Plot  Area,Immediate Possession,Hosa Road,,MSodsGr,600 - 4000,,,134.6945635877657
Super built-up  Area,20-Dec,Tumkur Road,2 BHK,Sapus S,1246,2.0,1.0,66.28751691869033
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Pu270a ,1659,3.0,2.0,108.42254108436957
Super built-up  Area,Ready To Move,near ullas theater,4 BHK,,2600,3.0,3.0,159.03466756617308
Super built-up  Area,19-Mar,Hennur Road,3 BHK,Puachal,1804,4.0,2.0,141.87127423328582
Built-up  Area,Ready To Move,Nagawara Junction,2 BHK,,1025,2.0,2.0,66.40722114015742
Plot  Area,Ready To Move,Vishwanatha Nagenahalli,3 Bedroom,,600,3.0,2.0,96.297278673384
Super built-up  Area,Ready To Move,Garebhavipalya,2 BHK,Centss ,1145,2.0,2.0,56.56414540347943
Built-up  Area,Ready To Move,Nagavara,4 BHK,YMarlti,3650,4.0,3.0,227.2370917632216
Super built-up  Area,Ready To Move,Lake City,2 BHK,Prdenth,810,2.0,1.0,42.16813391974003
Built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1334,2.0,3.0,73.11206440174266
Super built-up  Area,Ready To Move,Shikaripalya,2 BHK,GKowsea,1105,2.0,2.0,38.589737175127965
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1375,2.0,2.0,60.14323244117378
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,SosonGa,1500,3.0,3.0,95.04178080041558
Super built-up  Area,Ready To Move,Narayanaghatta,2 BHK,,941,2.0,1.0,63.675173802925215
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1290,2.0,3.0,69.40021024602399
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,995,2.0,2.0,60.633277101783094
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,VRngsKi,1100,2.0,1.0,45.0122850144773
Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,975,2.0,1.0,28.808278282176474
Built-up  Area,Ready To Move,Thanisandra,2 BHK,G conTh,1200,2.0,3.0,54.60890813529868
Plot  Area,Ready To Move,Subbannaiah Palya,4 Bedroom,,1200,4.0,1.0,160.3501756036567
Super built-up  Area,18-Mar,9th Phase JP Nagar,3 BHK,HMigond,1741,3.0,2.0,93.26557796480571
Super built-up  Area,Ready To Move,Arehalli,3 BHK,,1229,3.0,1.0,85.59124947377612
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,NDpalSe,1146,2.0,3.0,56.509097152057805
Super built-up  Area,Ready To Move,Sarakki Nagar,4 BHK,Sowerew,3124,6.0,3.0,315.8352225717005
Super built-up  Area,18-May,Ramagondanahalli,2 BHK,ViistLa,1151,2.0,2.0,85.19181351707795
Plot  Area,Ready To Move,Kumaraswami Layout,5 Bedroom,,1000,5.0,3.0,166.08990276460565
Super built-up  Area,Ready To Move,Varthur,2 BHK,Soamsay,1205,2.0,1.0,49.7982747212084
Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,SozonHo,1200,2.0,2.0,61.60258811043484
Built-up  Area,18-May,Sarjapur  Road,4 Bedroom,Cetattu,3307 - 3464,6.0,0.0,273.40162137260376
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,137.35900724532
Super built-up  Area,Ready To Move,Gokula Extension,3 BHK,DSrat S,1500,2.0,1.0,98.73171000403671
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1080,2.0,0.0,66.37007687556977
Plot  Area,Ready To Move,Reliable Woods Layout,5 Bedroom,,640,6.0,2.0,191.85236786653
Plot  Area,Ready To Move,Babusapalaya,4 Bedroom,,5060,5.0,2.0,369.81484953606724
Super built-up  Area,18-May,Kurudusonnenahalli,2 BHK,,1265,2.0,,82.05160957852988
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1691,3.0,2.0,117.32008815932927
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843,3.0,2.0,107.5177439199542
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,,1195,2.0,2.0,80.89688440568031
Built-up  Area,Ready To Move,KR Puram,2 BHK,,765,2.0,1.0,21.613501922178486
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1700,3.0,2.0,102.20267293393937
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1777.26,3.0,2.0,109.83068493034662
Super built-up  Area,Ready To Move,Kodigehaali,3 BHK,Leeno S,2250,3.0,2.0,129.00446761403805
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,,660,1.0,1.0,5.120295277621139
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,PaaraSa,1066,3.0,3.0,282.9158621143847
Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1290,2.0,1.0,93.79276721951666
Super built-up  Area,Ready To Move,Sector 6 HSR Layout,2 BHK,Vaensnh,1082,2.0,1.0,238.26882765453936
Super built-up  Area,Ready To Move,Chikkadunnasandra,3 BHK,Kr 10Ca,1397,2.0,,54.51850437587272
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ceiti I,1891,3.0,1.0,128.04315113624247
Super built-up  Area,Ready To Move,East Colony,1 BHK,,600,1.0,1.0,26.173323565926438
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Prventh,1007,2.0,1.0,29.990861739528086
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,,940,2.0,1.0,42.68695046790809
Super built-up  Area,21-Jun,Vijayanagar,1 BHK,Saahaat,492,1.0,0.0,26.88866480692191
Super built-up  Area,Ready To Move,Anekal,1 BHK,,600,2.0,1.0,1.0447528159018589
Super built-up  Area,19-Dec,Thanisandra main road,3 BHK,,3144,3.0,1.0,415.1118359547088
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1124,2.0,1.0,46.756374674807034
Plot  Area,Ready To Move,9th Phase JP Nagar,2 Bedroom,,1200,2.0,1.0,117.01900766487444
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,3.0,0.0,104.38287320285579
Plot  Area,Ready To Move,Vyalikaval,4 Bedroom,,960,4.0,0.0,153.3849407854967
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,,1350,2.0,2.0,43.466142488171855
Plot  Area,Ready To Move,Horamavu Banaswadi,10 Bedroom,,1000,10.0,,265.45498389912893
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1212,2.0,2.0,59.14173077439972
Built-up  Area,Ready To Move,KR Layout,1 BHK,,1050,1.0,1.0,123.27135438771134
Built-up  Area,Ready To Move,Nagarathpet,4 BHK,,1200,2.0,1.0,69.58663500780897
Super built-up  Area,Ready To Move,Devanahalli,3 BHK,,1205,2.0,1.0,66.87506947112291
Built-up  Area,Ready To Move,Battarahalli,5 Bedroom,,1700,4.0,1.0,101.29943666476585
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,Jaood G,925,2.0,1.0,26.2592872437027
Super built-up  Area,18-Mar,8th Phase JP Nagar,2 BHK,,1080,2.0,1.0,47.53078053631013
Plot  Area,Ready To Move, Devarachikkanahalli,6 Bedroom,,1500,5.0,1.0,191.4770079279726
Plot  Area,Ready To Move,HRBR Layout,7 Bedroom,,1200,4.0,2.0,192.96604114050737
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Brods W,1252,2.0,1.0,44.84378150252151
Super built-up  Area,19-Dec,Binny Pete,4 BHK,Shestlo,2695 - 2940,,,135.7502269416748
Super built-up  Area,19-Nov,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,67.38984132926433
Built-up  Area,Ready To Move,Bellandur,3 BHK,AkonyHa,1435,3.0,2.0,95.31018196490885
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Srrlsnu,1035,2.0,1.0,37.54386144768651
Plot  Area,Ready To Move,Hebbal,6 Bedroom,,1200,6.0,2.0,247.60183226889063
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Gantspa,1150,2.0,2.0,39.882121444174075
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1354,3.0,1.0,92.15793854489934
Super built-up  Area,18-May,Hosakerehalli,2 BHK,SoageHe,1304,2.0,3.0,93.57687978120555
Built-up  Area,Ready To Move,Srinagar,1 Bedroom,,300,1.0,0.0,8.228112304054918
Super built-up  Area,18-Apr,Munnekollal,2 BHK,Sadhii ,1071,2.0,2.0,19.935360313561162
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3526,4.0,3.0,391.07263229001575
Super built-up  Area,18-May,Singasandra,3 BHK,,1364,2.0,3.0,44.91676389461797
Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,Shyas S,1035,2.0,2.0,47.872280012961
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Puion M,720,1.0,1.0,21.333968497712462
Plot  Area,Ready To Move,Whitefield,3 Bedroom,Prrry M,1900,3.0,2.0,196.13902111925114
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Mancyes,1030,2.0,1.0,56.768020623431326
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,SGiewll,1750,3.0,3.0,88.39091328718416
Plot  Area,Ready To Move,Hennur Bande,1 Bedroom,,1200,1.0,0.0,98.22193027998136
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,NRosete,1406,3.0,2.0,94.1307535207134
Built-up  Area,17-Nov,Hormavu,3 Bedroom,Prageta,2400,3.0,0.0,132.63120026873588
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1890,4.0,3.0,128.21305636038477
Plot  Area,Ready To Move,Nisarga Layout,4 Bedroom,,1200,5.0,,212.81374221613672
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,NCensun,1000,2.0,2.0,60.36731936509416
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1100,2.0,1.0,45.55828760760123
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Saacesa,2800,4.0,3.0,258.532286355916
Built-up  Area,Ready To Move,Nagavara,3 Bedroom,,1800,3.0,,121.01229828063617
Super built-up  Area,Ready To Move,#NAME?,3 BHK,,1600,2.0,1.0,93.03986401213388
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Maeeker,960,2.0,2.0,39.15059390865707
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,73.90245410908557
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Keers S,1802,3.0,2.0,108.49753779548116
Super built-up  Area,18-Jan,BTM 1st Stage,3 BHK,,1300,3.0,2.0,75.09949137677799
Super built-up  Area,18-Apr,Electronics City Phase 1,3 BHK,Unrtswo,1920,3.0,,114.242456610665
Built-up  Area,Ready To Move,2nd Block Hbr Layout,3 BHK,,1789,3.0,3.0,53.43158321578062
Super built-up  Area,21-Jan,Mysore Road,3 BHK,PrntaEn,1620,3.0,1.0,102.05775018777136
Built-up  Area,Ready To Move,Karuna Nagar,3 BHK,AjityIn,1697,3.0,2.0,118.56146607333999
Built-up  Area,Ready To Move,Vidyaranyapura,3 Bedroom,,2400,3.0,1.0,107.02296969874426
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,PhestOn,1763,3.0,2.0,288.3191675338831
Built-up  Area,Ready To Move,Hagadur,2 BHK,SSoraba,1100,2.0,2.0,52.76266973628694
Plot  Area,Ready To Move,Moodalapalya,6 Bedroom,,760,6.0,0.0,162.6141695090554
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,SJarkte,1655,2.0,1.0,98.17078343455657
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sraveha,985,2.0,2.0,37.61519337558049
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,,1200,2.0,3.0,40.22354842611611
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Srentan,1000,2.0,2.0,36.40558683951275
Super built-up  Area,19-Dec,Anjanapura,2 BHK,DSapeto,830,1.0,1.0,4.5999622887317315
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,43.75407858246372
Plot  Area,Ready To Move,Anjanapura,4 Bedroom,,600,4.0,1.0,117.92532176183518
Built-up  Area,18-Dec,"Bellandur, ",3 BHK,,2000,3.0,2.0,132.34044834434525
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1297,2.0,2.0,78.71949454963374
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PueraRi,1725,3.0,3.0,106.30107920345984
Plot  Area,Ready To Move,BEML Layout,4 Bedroom,,1200,5.0,,203.07432052805603
Built-up  Area,Ready To Move,Ulsoor,3 BHK,Abialri,2000,2.0,1.0,116.43513670287476
Super built-up  Area,Ready To Move,Ashwath Nagar,2 BHK,Raeusiy,1230,2.0,3.0,56.86979408118684
Built-up  Area,Ready To Move,Munivenkatppa Layout,2 BHK,VancyRe,1249,3.0,3.0,146.85740588559636
Super built-up  Area,Ready To Move,Hosur Road,4 BHK,Saageat,2870,4.0,2.0,186.03771978155078
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,,1400,2.0,2.0,84.05994916646046
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,90.58897273128633
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,SNdri N,1245,2.0,1.0,57.86496765339247
Plot  Area,Ready To Move,Hebbal,3 Bedroom,,2047,3.0,1.0,230.64949257933998
Super built-up  Area,Ready To Move,Volagerekallahalli,3 BHK,SothaCh,1271,2.0,1.0,46.88224705811744
Built-up  Area,Ready To Move,Anekal,10 Bedroom,,1280,7.0,1.0,121.21273378949647
Super built-up  Area,21-Dec,Electronic City,3 BHK,,1500,3.0,1.0,90.57286758542801
Built-up  Area,19-Dec,Gottigere,4 Bedroom,Rarkkod,2563 - 3914,,,90.59824358594975
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Nazea B,4000,5.0,2.0,344.65071375279985
Plot  Area,18-Jun,Whitefield,2 Bedroom,,1200,2.0,1.0,142.91804553695835
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Mahosya,3000,4.0,0.0,231.86774493629014
Super built-up  Area,18-Jun,Raja Rajeshwari Nagar,2 BHK,Prllsan,1360,2.0,1.0,52.84748935795932
Plot  Area,18-Dec,Bannerghatta Road,3 Bedroom,Putere ,1500,3.0,1.0,172.0992069035276
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,Prionad,2524,5.0,2.0,192.88049834289615
Super built-up  Area,Ready To Move,Jnanabharathi Layout,9 BHK,,600,9.0,1.0,135.76095675968617
Super built-up  Area,Ready To Move,Hormavu,3 BHK,NStusD ,1520,3.0,3.0,82.04688740595464
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Eladero,1245,2.0,1.0,74.15073143280195
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1265,2.0,2.0,60.008315017051146
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,SrntsRV,900,2.0,1.0,255.02180030126317
Super built-up  Area,Ready To Move,Whitefield,2 BHK,MKensi ,1225,2.0,2.0,72.92671406818181
Built-up  Area,Ready To Move,KAS Officers Colony,3 BHK,,2200,3.0,2.0,144.84926661914284
Built-up  Area,18-Dec,Huskur,3 BHK,,1320,2.0,1.0,40.68307353230499
Plot  Area,Ready To Move,Santosh Nagar,4 Bedroom,,1600,5.0,1.0,230.57959963457398
Plot  Area,Ready To Move,Thanisandra,5 Bedroom,,800,5.0,3.0,165.06728565508405
Plot  Area,Ready To Move,4th Block Koramangala,3 Bedroom,,1365,3.0,2.0,297.305374751122
Built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,,1168,2.0,2.0,46.188619341191256
Plot  Area,Ready To Move,Sidedahalli,2 Bedroom,,1500,2.0,0.0,113.24570588637965
Plot  Area,Ready To Move,Inasappa Layout,4 Bedroom,,1000,4.0,2.0,174.4133489178354
Built-up  Area,Ready To Move,Lottegolla Halli,3 Bedroom,,3000,2.0,1.0,228.6585508656134
Plot  Area,17-Dec,GKW Layout,4 Bedroom,,1350,4.0,2.0,208.4427259906268
Plot  Area,Ready To Move,Ganga Nagar,6 Bedroom,,1700,6.0,2.0,242.031532514023
Plot  Area,16-Apr,Basaveshwara Nagar,4 Bedroom,,2000,4.0,0.0,252.51059969808358
Built-up  Area,Ready To Move,Yelahanka,5 Bedroom,,1800,3.0,2.0,85.15961638865231
Built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1290,2.0,1.0,70.43854853600953
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1094,2.0,2.0,53.25113602730448
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1262,2.0,1.0,58.52803065749245
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1888,4.0,2.0,135.5995019619853
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Vasta C,1390,2.0,2.0,75.7018025446161
