area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1690,3.0,2.0,118.81934546929592
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Xeitaa ,1270,2.0,3.0,70.60206352680311
Super built-up  Area,19-Dec,Kanakapura,2 BHK,GoityEt,1013,2.0,1.0,57.53291893144026
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1298,2.0,1.0,73.82488185777471
Built-up  Area,18-Dec,Electronic City,3 BHK,,1220,2.0,1.0,68.74832657107535
Built-up  Area,Ready To Move,Immadihalli,3 BHK,Niimet ,1370,2.0,0.0,78.13414611544356
Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790,4.0,3.0,204.28647487676378
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Coa 3t ,1184,2.0,1.0,67.30809668724093
Carpet  Area,17-Dec,Avalahalli,4 BHK,Sohea A,2996,4.0,0.0,218.4957266536382
Super built-up  Area,19-Dec,Hennur Road,3 BHK,Maity W,1740,3.0,1.0,122.48868679389767
Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,920,2.0,2.0,51.40549197233894
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,3.0,1.0,100.92645357648526
Super built-up  Area,18-Apr,Jalahalli,2 BHK,Cuohahi,1313,2.0,2.0,73.87125137602118
Super built-up  Area,Ready To Move,Koramangala,2 BHK,K ncy R,1105,1.0,1.0,38.77740541358877
Plot  Area,Ready To Move,Jalahalli West,4 Bedroom,,2400,3.0,0.0,214.145135107095
Built-up  Area,Ready To Move,Dodsworth Layout,4 Bedroom,Prleaou,8000,6.0,,552.5776437308258
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Sahtsva,992,2.0,1.0,56.33245850528931
Super built-up  Area,Ready To Move,Gunjur,3 BHK,DSoodSh,1410,2.0,3.0,77.98743075919465
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Ulure S,1065,2.0,1.0,60.50548760571883
Super built-up  Area,18-May,Electronic City,2 BHK,Prarkun,1386,2.0,1.0,78.85538269116921
Super built-up  Area,Ready To Move,Mahaganapathy Nagar,3 BHK,Vaodak ,1815,3.0,2.0,125.96494324400402
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,3.0,83.13226115698447
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,1040,2.0,1.0,112.1929578987973
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,,1000,2.0,1.0,56.78977676287062
Built-up  Area,Ready To Move,Frazer Town,3 BHK,Maentr ,1610,3.0,1.0,115.05726510820125
Built-up  Area,18-Dec,Electronic City,2 BHK,,1140,2.0,1.0,64.79284627054369
Super built-up  Area,Ready To Move,Magadi Road,3 BHK,Bilya A,1521,3.0,3.0,108.34739506317209
Super built-up  Area,18-Apr,Whitefield,2 BHK,Asarqz ,1245,2.0,1.0,70.79514840129849
Super built-up  Area,Ready To Move,Telecom Layout,2 BHK,,1200,2.0,1.0,68.22273320240356
Super built-up  Area,18-Sep,Hennur Road,2 BHK,Shxorm ,1195,2.0,2.0,67.12580707669674
Super built-up  Area,Ready To Move,Singasandra,2 BHK,,1210,2.0,2.0,67.98327880966171
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,Prhtsok,2059,4.0,1.0,164.73892579498937
Built-up  Area,Ready To Move,Jakkur,3 BHK,AvensGa,1500,3.0,2.0,107.95803685173962
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1166,2.0,2.0,65.46802839296447
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Dhncyud,1788,3.0,3.0,123.61039190994858
Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,2830 - 2882,5.0,0.0,234.50733062600182
Super built-up  Area,Ready To Move,Nagondanahalli,3 BHK,Laavehr,1320,2.0,1.0,74.46480479084182
Super built-up  Area,19-May,Thanisandra,4 BHK,G conTh,2650,4.0,1.0,197.90560979852773
Super built-up  Area,Ready To Move,Nanjappa Garden,3 BHK,LiSkys ,2261,4.0,3.0,174.66400736948066
Plot  Area,Ready To Move,Padarayana Pura,7 Bedroom,,825,5.0,2.0,168.66463885056478
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,Grmes L,1477,2.0,3.0,81.8174711664382
Super built-up  Area,18-Aug,Chandapura,3 BHK,SunceEs,1185,2.0,2.0,65.93645697943859
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Music C,1420,2.0,3.0,78.55907858117129
Built-up  Area,Ready To Move,Vyalikaval HBCS Layout,3 BHK,,1443,2.0,2.0,80.68497078643608
Super built-up  Area,Ready To Move,Singapura Village,2 BHK,Juoryma,1200,2.0,2.0,67.41163098768507
Plot  Area,Ready To Move,Raghuvanahalli,3 Bedroom,,1200,4.0,2.0,168.55756779577848
Built-up  Area,Ready To Move,2nd Phase JP Nagar,4 Bedroom,,1800,4.0,0.0,150.12664714523117
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,1200,3.0,,146.16509874517882
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1893,4.0,2.0,154.4384697354585
Plot  Area,Ready To Move,West of Chord Road,5 Bedroom,,1320,4.0,1.0,174.9930393236537
Super built-up  Area,Ready To Move,NRI Layout,2 BHK,SandaSk,1101,2.0,1.0,62.56341976483476
Plot  Area,Ready To Move,BEML Layout,5 Bedroom,,4500,3.0,3.0,331.1401688027539
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,,2400,3.0,3.0,158.5952386149194
Super built-up  Area,Ready To Move,Hebbal,3 BHK,,1800,3.0,3.0,124.29636929632055
Built-up  Area,Ready To Move,Hormavu,2 BHK,ARaveSa,1205,2.0,2.0,67.69745489867339
Built-up  Area,Ready To Move,MLA Layout,2 BHK,CVncesh,1120,2.0,1.0,63.64955062659039
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,1200,4.0,2.0,167.32216324521545
Super built-up  Area,Ready To Move,Dollars Colony,4 BHK,,3070,5.0,1.0,245.92949180158354
Built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,Pyodsre,1345,2.0,3.0,74.27171991634644
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,,904,2.0,1.0,51.30195767189481
Super built-up  Area,18-May,Kadugodi,2 BHK,Alestrb,1314,2.0,2.0,73.92841615821885
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,Bavasi ,1000,2.0,2.0,55.97867454815212
Plot  Area,Ready To Move,Laggere,3 Bedroom,,1600,2.0,0.0,145.01633814420808
Carpet  Area,Ready To Move,Chandapura,2 BHK,,1350,2.0,2.0,75.98634831733479
Built-up  Area,Ready To Move,Sompura,2 BHK,SSityri,1032,2.0,2.0,57.807947578477396
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,47.92923552223259
Plot  Area,17-Aug,Ardendale,4 Bedroom,,2000,4.0,1.0,214.48279349334723
Super built-up  Area,Ready To Move,Naidu Layout,2 BHK,,1150,2.0,2.0,64.55339187780183
Super built-up  Area,18-Jul,Rajaji Nagar,4 BHK,Puwerun,2438,4.0,1.0,223.59875279242726
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Mahosya,1760,2.0,2.0,98.80620674309581
Super built-up  Area,Ready To Move,BTM Layout,3 BHK,DSitySe,1450,2.0,2.0,81.08512426181974
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1245,2.0,2.0,69.36634391129846
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,,1950,3.0,2.0,133.68218884068875
Built-up  Area,Ready To Move,Hegde Nagar,4 Bedroom,Sotosty,3750,5.0,2.0,283.9904414812771
Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,69.65185275734518
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,1.0,62.39192541824177
Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216,2.0,1.0,69.1373697175662
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,1450,2.0,1.0,81.89622647653823
Built-up  Area,Ready To Move,Begur,3 BHK,Suhama ,1610,2.0,2.0,90.2314894134461
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1303,2.0,1.0,74.11070576876304
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,MSingco,1580,2.0,3.0,87.70544373279766
Super built-up  Area,Ready To Move,Muni reddy layout,6 BHK,,800,6.0,,139.7558073570767
Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1020,2.0,1.0,57.93307240682391
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,Leilo E,2850,4.0,1.0,209.33856623806065
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Sriew L,1030,2.0,2.0,57.69361801408206
Super built-up  Area,Ready To Move,Electronic City,2 BHK,KBityo ,825,2.0,1.0,46.7859398782793
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1245,2.0,3.0,69.17294397186149
Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1082,2.0,1.0,60.85958662779761
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Alestrb,1762,3.0,2.0,122.93520978752778
Plot  Area,19-Oct,Whitefield,4 Bedroom,NVaree ,3565,4.0,2.0,303.1345754179741
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,Ammesss,1058,2.0,2.0,59.29423191561668
Super built-up  Area,Ready To Move,Basaveshwara Nagar,1 BHK,,770,1.0,1.0,20.24490565265259
Built-up  Area,Ready To Move,Aga Abbas Ali Road,3 BHK,Adntslo,2800,3.0,3.0,181.46115149398528
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Arenta ,1878,3.0,2.0,129.5663245224569
Super built-up  Area,Ready To Move,Yellappa Chetty Layout,3 BHK,HMlusad,2630,3.0,3.0,171.74313852038227
Super built-up  Area,18-Jun,Balagere,2 BHK,Soresea,1012,2.0,1.0,57.4757541492426
Super built-up  Area,18-Nov,Thanisandra,4 BHK,Bhe 2ko,2259,,,80.30658825381269
Plot  Area,Ready To Move,Vishwapriya Layout,8 Bedroom,,2030,10.0,3.0,356.1927643089341
Super built-up  Area,Ready To Move,Vishwapriya Layout,1 BHK,Prodsth,625,1.0,1.0,11.956012233991189
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,110.00517374690436
Plot  Area,Ready To Move,BEL Road,2 Bedroom,,2400,3.0,2.0,213.75833522822103
Plot  Area,Immediate Possession,Hosa Road,,MSodsGr,600 - 4000,,,137.6200409977816
Super built-up  Area,20-Dec,Tumkur Road,2 BHK,Sapus S,1246,2.0,1.0,70.85231318349615
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Pu270a ,1659,3.0,2.0,117.04723722116833
Super built-up  Area,Ready To Move,near ullas theater,4 BHK,,2600,3.0,3.0,169.41049277917082
Super built-up  Area,19-Mar,Hennur Road,3 BHK,Puachal,1804,4.0,2.0,149.35080411986635
Built-up  Area,Ready To Move,Nagawara Junction,2 BHK,,1025,2.0,2.0,57.40779410309374
Plot  Area,Ready To Move,Vishwanatha Nagenahalli,3 Bedroom,,600,3.0,2.0,110.24402499714297
Super built-up  Area,Ready To Move,Garebhavipalya,2 BHK,Centss ,1145,2.0,2.0,64.2675679668135
Built-up  Area,Ready To Move,Nagavara,4 BHK,YMarlti,3650,4.0,3.0,253.44818756675545
Super built-up  Area,Ready To Move,Lake City,2 BHK,Prdenth,810,2.0,1.0,45.928468145314326
Built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1334,2.0,3.0,73.64290731217213
Super built-up  Area,Ready To Move,Shikaripalya,2 BHK,GKowsea,1105,2.0,2.0,61.98097667890692
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1375,2.0,2.0,76.79776559699488
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,SosonGa,1500,3.0,3.0,107.14693463702113
Super built-up  Area,Ready To Move,Narayanaghatta,2 BHK,,941,2.0,1.0,53.4170546132084
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1290,2.0,3.0,71.7453591707564
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,995,2.0,2.0,55.6928506371638
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,VRngsKi,1100,2.0,1.0,62.506254982637095
Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,975,2.0,1.0,55.360657207929
Built-up  Area,Ready To Move,Thanisandra,2 BHK,G conTh,1200,2.0,3.0,66.60052877296657
Plot  Area,Ready To Move,Subbannaiah Palya,4 Bedroom,,1200,4.0,1.0,168.75096773521545
Super built-up  Area,18-Mar,9th Phase JP Nagar,3 BHK,HMigond,1741,3.0,2.0,121.73474936137683
Super built-up  Area,Ready To Move,Arehalli,3 BHK,,1229,3.0,1.0,93.27748309089098
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,NDpalSe,1146,2.0,3.0,63.51363053429267
Super built-up  Area,Ready To Move,Sarakki Nagar,4 BHK,Sowerew,3124,6.0,3.0,271.4088590908571
Super built-up  Area,18-May,Ramagondanahalli,2 BHK,ViistLa,1151,2.0,2.0,64.6105566599995
Plot  Area,Ready To Move,Kumaraswami Layout,5 Bedroom,,1000,5.0,3.0,179.09277807100062
Super built-up  Area,Ready To Move,Varthur,2 BHK,Soamsay,1205,2.0,1.0,68.5085571133919
Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,SozonHo,1200,2.0,2.0,67.41163098768507
Built-up  Area,18-May,Sarjapur  Road,4 Bedroom,Cetattu,3307 - 3464,6.0,0.0,288.7907562797019
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,121.57405027873503
Super built-up  Area,Ready To Move,Gokula Extension,3 BHK,DSrat S,1500,2.0,1.0,84.75446558642147
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1080,2.0,0.0,62.174061553402304
Plot  Area,Ready To Move,Reliable Woods Layout,5 Bedroom,,640,6.0,2.0,183.33923217459648
Plot  Area,Ready To Move,Babusapalaya,4 Bedroom,,5060,5.0,2.0,412.6105982835196
Super built-up  Area,18-May,Kurudusonnenahalli,2 BHK,,1265,2.0,,72.74954625997027
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1691,3.0,2.0,118.8765102514936
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843,3.0,2.0,127.56555714553863
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,,1195,2.0,2.0,67.12580707669674
Built-up  Area,Ready To Move,KR Puram,2 BHK,,765,2.0,1.0,43.35605294641941
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1700,3.0,2.0,119.39099329127258
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1777.26,3.0,2.0,123.80754436386415
Super built-up  Area,Ready To Move,Kodigehaali,3 BHK,Leeno S,2250,3.0,2.0,150.83162349998818
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,,660,1.0,1.0,13.339077335627962
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,PaaraSa,1066,3.0,3.0,82.95512143851614
Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1290,2.0,1.0,73.36756360019339
Super built-up  Area,Ready To Move,Sector 6 HSR Layout,2 BHK,Vaensnh,1082,2.0,1.0,61.47728890307913
Super built-up  Area,Ready To Move,Chikkadunnasandra,3 BHK,Kr 10Ca,1397,2.0,,79.6775952347805
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ceiti I,1891,3.0,1.0,131.12056890574505
Super built-up  Area,Ready To Move,East Colony,1 BHK,,600,1.0,1.0,10.526892679049581
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Prventh,1007,2.0,1.0,57.18993023825428
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,,940,2.0,1.0,53.35988983101074
Super built-up  Area,21-Jun,Vijayanagar,1 BHK,Saahaat,492,1.0,0.0,5.164198416420291
Super built-up  Area,Ready To Move,Anekal,1 BHK,,600,2.0,1.0,34.541566159086244
Super built-up  Area,19-Dec,Thanisandra main road,3 BHK,,3144,3.0,1.0,202.74804099941898
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1124,2.0,1.0,63.87820975538105
Plot  Area,Ready To Move,9th Phase JP Nagar,2 Bedroom,,1200,2.0,1.0,121.95702532570519
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,3.0,0.0,146.16509874517882
Plot  Area,Ready To Move,Vyalikaval,4 Bedroom,,960,4.0,0.0,155.8425222224944
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,,1350,2.0,2.0,75.36864604205327
Plot  Area,Ready To Move,Horamavu Banaswadi,10 Bedroom,,1000,10.0,,298.5109407389318
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1212,2.0,2.0,68.09760837405705
Built-up  Area,Ready To Move,KR Layout,1 BHK,,1050,1.0,1.0,36.25104466799871
Built-up  Area,Ready To Move,Nagarathpet,4 BHK,,1200,2.0,1.0,66.98732865184053
Super built-up  Area,Ready To Move,Devanahalli,3 BHK,,1205,2.0,1.0,67.89085483811039
Built-up  Area,Ready To Move,Battarahalli,5 Bedroom,,1700,4.0,1.0,142.98136443546468
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,Jaood G,925,2.0,1.0,52.502418098045766
Super built-up  Area,18-Mar,8th Phase JP Nagar,2 BHK,,1080,2.0,1.0,61.36295933868381
Plot  Area,Ready To Move, Devarachikkanahalli,6 Bedroom,,1500,5.0,1.0,208.6796713239885
Plot  Area,Ready To Move,HRBR Layout,7 Bedroom,,1200,4.0,2.0,166.08675869465242
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Brods W,1252,2.0,1.0,70.57759960140062
Super built-up  Area,19-Dec,Binny Pete,4 BHK,Shestlo,2695 - 2940,,,112.23311911120844
Super built-up  Area,19-Nov,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,65.14694529262246
Built-up  Area,Ready To Move,Bellandur,3 BHK,AkonyHa,1435,3.0,2.0,104.24232600889142
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Srrlsnu,1035,2.0,1.0,58.790544139788885
Plot  Area,Ready To Move,Hebbal,6 Bedroom,,1200,6.0,2.0,214.73380793000723
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Gantspa,1150,2.0,2.0,64.55339187780183
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1354,3.0,1.0,100.42308086559908
Super built-up  Area,18-May,Hosakerehalli,2 BHK,SoageHe,1304,2.0,3.0,72.54566612152371
Built-up  Area,Ready To Move,Srinagar,1 Bedroom,,300,1.0,0.0,5.811439765531333
Super built-up  Area,18-Apr,Munnekollal,2 BHK,Sadhii ,1071,2.0,2.0,60.037374084186325
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3526,4.0,3.0,284.1718313940495
Super built-up  Area,18-May,Singasandra,3 BHK,,1364,2.0,3.0,75.35785077810208
Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,Shyas S,1035,2.0,2.0,57.97944192507038
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Puion M,720,1.0,1.0,16.768964267487846
Plot  Area,Ready To Move,Whitefield,3 Bedroom,Prrry M,1900,3.0,2.0,184.55824185410714
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Mancyes,1030,2.0,1.0,58.504720228800565
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,SGiewll,1750,3.0,3.0,121.43813018643732
Plot  Area,Ready To Move,Hennur Bande,1 Bedroom,,1200,1.0,0.0,99.37115633566854
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,NRosete,1406,3.0,2.0,102.58454732515914
Built-up  Area,17-Nov,Hormavu,3 Bedroom,Prageta,2400,3.0,0.0,161.0285452590749
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1890,4.0,3.0,153.45587317414703
Plot  Area,Ready To Move,Nisarga Layout,4 Bedroom,,1200,5.0,,193.57674342997063
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,NCensun,1000,2.0,2.0,55.97867454815212
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1100,2.0,1.0,62.506254982637095
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Saacesa,2800,4.0,3.0,258.5924148220421
Built-up  Area,Ready To Move,Nagavara,3 Bedroom,,1800,3.0,,126.72967594047604
Super built-up  Area,Ready To Move,#NAME?,3 BHK,,1600,2.0,1.0,90.47094380618795
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Maeeker,960,2.0,2.0,53.69208326024553
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,68.05123885581057
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Keers S,1802,3.0,2.0,125.22180107543439
Super built-up  Area,18-Jan,BTM 1st Stage,3 BHK,,1300,3.0,2.0,96.52508041220668
Super built-up  Area,18-Apr,Electronics City Phase 1,3 BHK,Unrtswo,1920,3.0,,133.58944980419582
Built-up  Area,Ready To Move,2nd Block Hbr Layout,3 BHK,,1789,3.0,3.0,123.66755669214623
Super built-up  Area,21-Jan,Mysore Road,3 BHK,PrntaEn,1620,3.0,1.0,115.62891293017789
Built-up  Area,Ready To Move,Karuna Nagar,3 BHK,AjityIn,1697,3.0,2.0,119.21949894467959
Built-up  Area,Ready To Move,Vidyaranyapura,3 Bedroom,,2400,3.0,1.0,160.2174430443564
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,PhestOn,1763,3.0,2.0,161.42215366481145
Built-up  Area,Ready To Move,Hagadur,2 BHK,SSoraba,1100,2.0,2.0,61.69515276791859
Plot  Area,Ready To Move,Moodalapalya,6 Bedroom,,760,6.0,0.0,191.20350819247173
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,SJarkte,1655,2.0,1.0,93.61500682705952
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sraveha,985,2.0,2.0,55.121202815187154
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,,1200,2.0,3.0,66.60052877296657
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Srentan,1000,2.0,2.0,55.97867454815212
Super built-up  Area,19-Dec,Anjanapura,2 BHK,DSapeto,830,1.0,1.0,23.057090309230958
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,60.45943315241396
Plot  Area,Ready To Move,Anjanapura,4 Bedroom,,600,4.0,1.0,134.45209841661662
Built-up  Area,18-Dec,"Bellandur, ",3 BHK,,2000,3.0,2.0,136.540427950572
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1297,2.0,2.0,72.95661486085855
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PueraRi,1725,3.0,3.0,120.0090106314957
Plot  Area,Ready To Move,BEML Layout,4 Bedroom,,1200,5.0,,193.57674342997063
Built-up  Area,Ready To Move,Ulsoor,3 BHK,Abialri,2000,2.0,1.0,113.33685668525385
Super built-up  Area,Ready To Move,Ashwath Nagar,2 BHK,Raeusiy,1230,2.0,3.0,68.31547223889652
Built-up  Area,Ready To Move,Munivenkatppa Layout,2 BHK,VancyRe,1249,3.0,3.0,93.4162765806888
Super built-up  Area,Ready To Move,Hosur Road,4 BHK,Saageat,2870,4.0,2.0,209.67075966729544
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,,1400,2.0,2.0,78.84458742721802
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,69.08020493536854
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,SNdri N,1245,2.0,1.0,70.79514840129849
Plot  Area,Ready To Move,Hebbal,3 Bedroom,,2047,3.0,1.0,193.77256705188233
Super built-up  Area,Ready To Move,Volagerekallahalli,3 BHK,SothaCh,1271,2.0,1.0,71.66373046315624
Built-up  Area,Ready To Move,Anekal,10 Bedroom,,1280,7.0,1.0,187.9276649761479
Super built-up  Area,21-Dec,Electronic City,3 BHK,,1500,3.0,1.0,108.76913906645812
Built-up  Area,19-Dec,Gottigere,4 Bedroom,Rarkkod,2563 - 3914,,,136.29949241642532
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Nazea B,4000,5.0,2.0,352.0159291539949
Plot  Area,18-Jun,Whitefield,2 Bedroom,,1200,2.0,1.0,121.95702532570519
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Mahosya,3000,4.0,0.0,218.7243857824289
Super built-up  Area,18-Jun,Raja Rajeshwari Nagar,2 BHK,Prllsan,1360,2.0,1.0,77.36909835402993
Plot  Area,18-Dec,Bannerghatta Road,3 Bedroom,Putere ,1500,3.0,1.0,162.50343118975974
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,Prionad,2524,5.0,2.0,213.9064185069401
Super built-up  Area,Ready To Move,Jnanabharathi Layout,9 BHK,,600,9.0,1.0,197.70266231709073
Super built-up  Area,Ready To Move,Hormavu,3 BHK,NStusD ,1520,3.0,3.0,108.29023028097443
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Eladero,1245,2.0,1.0,70.79514840129849
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1265,2.0,2.0,71.12734183053328
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,SrntsRV,900,2.0,1.0,51.07329854310415
Super built-up  Area,Ready To Move,Whitefield,2 BHK,MKensi ,1225,2.0,2.0,68.8407505426267
Built-up  Area,Ready To Move,KAS Officers Colony,3 BHK,,2200,3.0,2.0,147.97338439010494
Built-up  Area,18-Dec,Huskur,3 BHK,,1320,2.0,1.0,74.46480479084182
Plot  Area,Ready To Move,Santosh Nagar,4 Bedroom,,1600,5.0,1.0,215.631554094318
Plot  Area,Ready To Move,Thanisandra,5 Bedroom,,800,5.0,3.0,167.6598216314677
Plot  Area,Ready To Move,4th Block Koramangala,3 Bedroom,,1365,3.0,2.0,153.9750833783565
Built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,,1168,2.0,2.0,64.96465568207827
Plot  Area,Ready To Move,Sidedahalli,2 Bedroom,,1500,2.0,0.0,139.9175621997231
Plot  Area,Ready To Move,Inasappa Layout,4 Bedroom,,1000,4.0,2.0,156.50690908096402
Built-up  Area,Ready To Move,Lottegolla Halli,3 Bedroom,,3000,2.0,1.0,170.5016388829186
Plot  Area,17-Dec,GKW Layout,4 Bedroom,,1350,4.0,2.0,176.51458285014667
Plot  Area,Ready To Move,Ganga Nagar,6 Bedroom,,1700,6.0,2.0,243.31619902883958
Plot  Area,16-Apr,Basaveshwara Nagar,4 Bedroom,,2000,4.0,0.0,215.29389570806575
Built-up  Area,Ready To Move,Yelahanka,5 Bedroom,,1800,3.0,2.0,123.87206696047602
Built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1290,2.0,1.0,72.74986132491188
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1094,2.0,2.0,61.352164074732606
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1262,2.0,1.0,71.14924742337726
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1888,4.0,2.0,154.1526458244702
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Vasta C,1390,2.0,2.0,77.65523732995986
